"scientificName","individualCount","country","locality","totalObservation","longitudeDecimal","latitudeDecimal"
"Emberiza hortulana",2,"Poland","Poland - Podlaskie",15,22.7088560293906,53.2886743430035
"Circus pygargus",1,"Poland","Poland - Podlaskie",21,22.7115064726371,53.291553379199
"Jynx torquilla",1,"Poland","Poland - Biebrza NP",53,22.627573320235,53.4852572050447
"Haliaeetus albicilla",2,"Poland","Poland - Biebrza NP",84,22.6275453627899,53.4852334335693
"Corvus corax",1,"Poland","Poland - Biebrza NP",62,22.6388424543154,53.4898203725915
"Remiz pendulinus",1,"Poland","Poland - Biebrza NP",49,22.6,53.45
"Clanga pomarina",1,"Poland","Poland - Podlaskie",43,22.7543078525947,53.6493230005133
"Oriolus oriolus",2,"Poland","Poland - Biebrza NP - Red Marsh",75,22.7740408490527,53.6318284408044
"Remiz pendulinus",2,"Poland","Poland - Biebrza NP",49,22.7,53.45
"Circus aeruginosus",1,"Poland","Poland - Biebrza NP",75,22.7286724308014,53.4980619649934
"Ardea alba",2,"Poland","Poland - Biebrza NP",142,22.7286262485627,53.49806466224
"Ficedula hypoleuca",1,"Poland","Poland - Biebrza NP",19,22.7095863708435,53.5363000072764
"Grus grus",4,"Poland","Poland - Podlaskie",450,22.8857568686226,53.5353006737998
"Calidris pugnax",1,"Poland","Poland - Biebrza NP",768,22.9249499983696,53.573359747477
"Motacilla citreola",1,"Poland","Poland - Biebrza NP",13,22.8948462287149,53.5892863033268
"Alces alces",1,"Poland","Poland - Biebrza NP",173,22.897276660194,53.5892288916367
"Coccothraustes coccothraustes",1,"Poland","Poland - Bialowieski Park Narodowy",57,23.8436699257745,52.7167745488983
"Ficedula albicollis",1,"Poland","Poland - Bialowieski Park Narodowy",44,23.8435899436203,52.7166086637703
"Dryocopus martius",1,"Poland","Poland - Bialowieski Park Narodowy",72,23.8412961485926,52.7229058885269
"Dendrocoptes medius",1,"Poland","Poland - Bialowieski Park Narodowy",62,23.8333270868145,52.7229295284036
"Dendrocopos leucotos",1,"Poland","Poland - Bialowieski Park Narodowy",45,23.8301620897,52.7221923472
"Pernis apivorus",1,"Poland","Poland - Białowieża",31,23.8441929940404,52.7122164020733
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.7883186603667,52.6863468147658
"Motacilla citreola",1,"Poland","Poland - Podlaskie",13,22.9203901374947,53.5665459585714
"Haliaeetus albicilla",3,"Poland","Poland - Zbionrnik Siemianowka",84,23.8654978279546,52.9328119533199
"Acrocephalus arundinaceus",1,"Poland","Poland - Zbionrnik Siemianowka",51,23.8654978279546,52.9328119533199
"Ardea alba",1,"Poland","Poland - Zbionrnik Siemianowka",142,23.8654978279546,52.9328119533199
"Lanius excubitor",1,"Poland","Poland - Zbionrnik Siemianowka",66,23.8654175010312,52.9329459139641
"Circus aeruginosus",1,"Poland","Poland - Zbionrnik Siemianowka",75,23.8653235973619,52.932952783258
"Remiz pendulinus",1,"Poland","Poland - Bachury Fish Ponds",49,23.75,52.95
"Acrocephalus arundinaceus",1,"Poland","Poland - Bachury Fish Ponds",51,23.7820387981034,52.9561709630611
"Ficedula albicollis",1,"Poland","Poland - Białowieża - Palace Park",44,23.8478756574211,52.7034619783508
"Picoides tridactylus",1,"Poland","Poland - Białowieża",23,23.7883075828594,52.6863229877778
"Sitta europaea",1,"Poland","Poland - Białowieża",104,23.7881884647768,52.6862972974357
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8790646598266,52.6901461041794
"Pernis apivorus",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",31,23.8908733673041,52.6865870461528
"Crex crex",1,"Poland","Poland - Białowieża",68,23.85,52.65
"Hippolais icterina",1,"Poland","Poland - Białowieża - Palace Park",21,23.8497297589428,52.7006230670567
"Acrocephalus palustris",1,"Poland","Poland - Białowieża",11,23.8791499214925,52.690398000196
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8759584414389,52.6897049238054
"Lanius excubitor",1,"Poland","Poland - Białowieża",66,23.8759467829511,52.6892154808467
"Cervus elaphus",1,"Poland","Poland - Białowieża NP",124,23.7899090954267,52.7310291613368
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.790776095321,52.7310073750786
"Dryocopus martius",1,"Poland","Poland - Bialowieski Park Narodowy",72,23.816758184755,52.7939558535511
"Dendrocopos leucotos",1,"Poland","Poland - Bialowieski Park Narodowy",45,23.8167840586027,52.79398253458
"Nucifraga caryocatactes",1,"Poland","Poland - Białowieża NP",6,23.811799176653,52.7985183739984
"Lanius excubitor",1,"Poland","Poland - Podlaskie",66,23.8231660345549,52.8873954675987
"Haliaeetus albicilla",2,"Poland","Poland - Podlaskie",84,23.8557070907292,52.9017594522892
"Lanius collurio",1,"Poland","Poland - Zbionrnik Siemianowka",274,23.8807809144451,52.8999418928901
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8412490696074,52.7015256427772
"Crex crex",1,"Poland","Poland - Białowieża",68,23.8,52.7
"Picus canus",1,"Poland","Poland - Podlaskie",23,23.8,52.8
"Upupa epops",1,"Poland","Poland - Podlaskie",19,23.8007221733187,52.8266637548724
"Lanius collurio",1,"Poland","Poland - Podlaskie",274,23.8007083698303,52.8266623059764
"Lanius excubitor",1,"Poland","Poland - Podlaskie",66,23.8024920227472,52.8256732888535
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,23.8025510024268,52.8256328733737
"Saxicola rubetra",1,"Poland","Poland - Podlaskie",113,23.802517489518,52.8256397158493
"Clanga pomarina",1,"Poland","Poland - Podlaskie",43,23.8024655693946,52.8256142973687
"Oenanthe oenanthe",1,"Poland","Poland - Podlaskie",5,23.8024190803679,52.8256170768385
"Pernis apivorus",1,"Poland","Poland - Podlaskie",31,23.8024998470375,52.8256222203045
"Dendrocopos leucotos",1,"Poland","Poland - Podlaskie",45,23.8024090837888,52.8256165161141
"Dryocopus martius",1,"Poland","Poland - Białowieża NP",72,23.8071596803581,52.8223922333525
"Lanius collurio",1,"Poland","Poland - Podlaskie",274,23.8073286185421,52.8225533589102
"Coccothraustes coccothraustes",1,"Poland","Poland - Podlaskie",57,23.8073792981856,52.8225760262466
"Ficedula parva",1,"Poland","Poland - Podlaskie",30,23.8065357743989,52.8246700732667
"Alcedo atthis",1,"Poland","Poland - Mazowieckie",11,22.2948870375001,52.6702075984167
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.7889465928904,52.6895569283278
"Bucephala clangula",1,"Poland","Poland - Białowieża",21,23.6162589284403,52.6383453170785
"Bucephala clangula",2,"Poland","Poland - Białowieża",21,23.624493422,52.6411592406
"Carpodacus erythrinus",1,"Poland","Poland - Białowieża",53,23.8449378346,52.7003069249
"Lanius collurio",1,"Poland","Poland - Białowieża",274,23.8521284605,52.7011969087
"Carduelis carduelis",1,"Poland","Poland - Białowieża",58,23.8521593506,52.7012021373
"Actitis hypoleucos",1,"Poland","Poland - Białowieża",14,23.8413050987,52.701465345
"Pyrrhula pyrrhula",1,"Poland","Poland - Białowieża",49,23.8424434374,52.6997050187
"Ficedula albicollis",1,"Poland","Poland - Białowieża - Palace Park",44,23.8464228332387,52.7090436143817
"Alces alces",1,"Poland","Poland - Białowieża",173,23.8520543145891,52.7011916583219
"Phoenicurus phoenicurus",1,"Poland","Poland - Białowieża - Palace Park",11,23.850079327102,52.7021751282147
"Natrix natrix",3,"Poland","Poland - Białowieża",89,23.85,52.65
"Gallinago media",1,"Poland","Poland - Biebrza NP - Budy Marsh",6,22.5548317283,53.3687738613
"Ficedula parva",1,"Poland","Poland - Podlaskie",30,23.8065357743989,52.8246700732667
"Sus scrofa",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",112,23.8909007236,52.6864832828
"Nyctereutes procyonoides",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",3,23.8913302124,52.687595378
"Clanga pomarina",1,"Poland","Poland - Podlaskie",43,22.7543078525947,53.6493230005133
"Emberiza hortulana",2,"Poland","Poland - Podlaskie",15,22.7088560293906,53.2886743430035
"Ficedula hypoleuca",1,"Poland","Poland - Biebrza NP",19,22.7095863708435,53.5363000072764
"Motacilla citreola",1,"Poland","Poland - Biebrza NP",13,22.8948462287149,53.5892863033268
"Alces alces",1,"Poland","Poland - Biebrza NP",173,22.897276660194,53.5892288916367
"Motacilla citreola",1,"Poland","Poland - Podlaskie",13,22.9203901374947,53.5665459585714
"Haliaeetus albicilla",3,"Poland","Poland - Zbionrnik Siemianowka",84,23.8654978279546,52.9328119533199
"Dendrocoptes medius",1,"Poland","Poland - Bialowieski Park Narodowy",62,23.8333270868145,52.7229295284036
"Coccothraustes coccothraustes",1,"Poland","Poland - Bialowieski Park Narodowy",57,23.8436699257745,52.7167745488983
"Acrocephalus arundinaceus",1,"Poland","Poland - Bachury Fish Ponds",51,23.7820387981034,52.9561709630611
"Picoides tridactylus",1,"Poland","Poland - Białowieża",23,23.7883075828594,52.6863229877778
"Dryocopus martius",1,"Poland","Poland - Bialowieski Park Narodowy",72,23.816758184755,52.7939558535511
"Dendrocopos leucotos",1,"Poland","Poland - Bialowieski Park Narodowy",45,23.8167840586027,52.79398253458
"Cervus elaphus",1,"Poland","Poland - Białowieża NP",124,23.7899090954267,52.7310291613368
"Nucifraga caryocatactes",1,"Poland","Poland - Białowieża NP",6,23.811799176653,52.7985183739984
"Haliaeetus albicilla",2,"Poland","Poland - Podlaskie",84,23.8557070907292,52.9017594522892
"Picus canus",1,"Poland","Poland - Podlaskie",23,23.8,52.8
"Pernis apivorus",1,"Poland","Poland - Podlaskie",31,23.8024998470375,52.8256222203045
"Ficedula parva",1,"Poland","Poland - Podlaskie",30,23.8065357743989,52.8246700732667
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8412490696074,52.7015256427772
"Ficedula albicollis",1,"Poland","Poland - Białowieża - Palace Park",44,23.8464228332387,52.7090436143817
"Bucephala clangula",2,"Poland","Poland - Białowieża",21,23.624493422,52.6411592406
"Carpodacus erythrinus",1,"Poland","Poland - Białowieża",53,23.8449378346,52.7003069249
"Alcedo atthis",1,"Poland","Poland - Mazowieckie",11,22.2948870375001,52.6702075984167
"Ciconia nigra",2,"Poland","Poland - Podlaskie",21,22.4012349383836,53.1720852674663
"Circus pygargus",1,"Poland","Poland - Biebrza NP",21,22.6040888370809,53.2996222759045
"Locustella luscinioides",1,"Poland","Poland - Biebrza NP",17,22.6053542322718,53.2855750196047
"Alces alces",2,"Poland","Poland - Biebrza NP",173,22.6040951871943,53.2996290888896
"Acrocephalus paludicola",1,"Poland","Poland - Biebrza NP",143,22.6053542323,53.2855750196
"Ardea alba",1,"Poland","Poland - Biebrza NP",142,22.6279662173295,53.4851399089704
"Remiz pendulinus",2,"Poland","Poland - Biebrza NP",49,22.6,53.45
"Lanius excubitor",1,"Poland","Poland - Podlaskie",66,22.6022455789174,53.3695307893777
"Upupa epops",1,"Poland","Poland - Podlaskie",19,22.6039446339784,53.3689975744813
"Grus grus",4,"Poland","Poland - Podlaskie",450,22.5971498923196,53.3692929903297
"Alces alces",1,"Poland","Poland - Biebrza NP",173,22.600121,53.325234
"Calidris pugnax",250,"Poland","Poland - Podlaskie",768,22.5243035222689,53.1312624814514
"Luscinia luscinia",1,"Poland","Poland - Białowieża",57,23.7405196270885,52.7205106084928
"Phylloscopus sibilatrix",1,"Poland","Poland - Białowieża",57,23.7406414877061,52.7204220547538
"Phylloscopus collybita",1,"Poland","Poland - Białowieża",37,23.7407915650313,52.7203087587832
"Fringilla coelebs",1,"Poland","Poland - Białowieża",83,23.7408389107976,52.7202946713937
"Ficedula albicollis",1,"Poland","Poland - Białowieża",44,23.7408354406035,52.7203285584087
"Turdus merula",1,"Poland","Poland - Białowieża",46,23.7408381120528,52.7203813380863
"Sitta europaea",1,"Poland","Poland - Białowieża",104,23.740839049761,52.7204362082492
"Sturnus vulgaris",1,"Poland","Poland - Białowieża",837,23.7408399521431,52.7204493981376
"Sylvia atricapilla",1,"Poland","Poland - Białowieża",34,23.7408262541498,52.7204422346842
"Sylvia communis",1,"Poland","Poland - Białowieża",56,23.7408359477445,52.7204343765872
"Acrocephalus schoenobaenus",1,"Poland","Poland - Białowieża",78,23.7408677866206,52.7204301140495
"Columba palumbus",1,"Poland","Poland - Białowieża",46,23.7409932303914,52.7204348298853
"Passer domesticus",1,"Poland","Poland - Białowieża",307,23.74111760063,52.7203791825352
"Oriolus oriolus",1,"Poland","Poland - Białowieża",75,23.7412163895581,52.7203539380762
"Parus major",1,"Poland","Poland - Białowieża",52,23.7413289628077,52.7203124833263
"Dendrocopos major",1,"Poland","Poland - Białowieża",83,23.7424613739637,52.7201675404226
"Cuculus canorus",1,"Poland","Poland - Białowieża",27,23.7428064875271,52.7200995218653
"Pyrrhula pyrrhula",1,"Poland","Poland - Białowieża",49,23.7454123621749,52.7199018187393
"Corvus corax",1,"Poland","Poland - Białowieża",62,23.7455176682177,52.7197814127183
"Hirundo rustica",1,"Poland","Poland - Białowieża",1026,23.7454345907235,52.719851719864
"Delichon urbicum",1,"Poland","Poland - Białowieża",127,23.7454975872252,52.7198551936088
"Gallinago gallinago",1,"Poland","Poland - Białowieża",46,23.7455517377779,52.7198534727285
"Certhia familiaris",1,"Poland","Poland - Białowieża",7,23.740557659807,52.7205361452277
"Dendrocopos leucotos",1,"Poland","Poland - Białowieża",45,23.7386943696393,52.7234010164576
"Coccothraustes coccothraustes",1,"Poland","Poland - Białowieża",57,23.7387879507319,52.7257702243215
"Motacilla alba",1,"Poland","Poland - Białowieża",122,23.7380338544227,52.7237020503635
"Ficedula parva",1,"Poland","Poland - Białowieża",30,23.7166528996117,52.73399440435
"Erithacus rubecula",1,"Poland","Poland - Białowieża - Palace Park",25,23.8491265328719,52.7028591419568
"Acrocephalus arundinaceus",1,"Poland","Poland - Białowieża - Palace Park",51,23.8458284647482,52.7023148418443
"Locustella fluviatilis",1,"Poland","Poland - Białowieża - Palace Park",35,23.8456116406928,52.7022366338188
"Locustella luscinioides",1,"Poland","Poland - Białowieża - Palace Park",17,23.8501281944043,52.7015232634759
"Turdus merula",1,"Poland","Poland - Białowieża",46,23.8565392670839,52.7022224985862
"Cuculus canorus",1,"Poland","Poland - Białowieża",27,23.8565392670839,52.7022224985862
"Sturnus vulgaris",1,"Poland","Poland - Białowieża",837,23.8565392670839,52.7022224985862
"Crex crex",1,"Poland","Poland - Białowieża",68,23.85,52.7
"Emberiza citrinella",1,"Poland","Poland - Bialowieski Park Narodowy",281,23.8444831707783,52.7136034930663
"Phylloscopus collybita",1,"Poland","Poland - Bialowieski Park Narodowy",37,23.8447323904897,52.7151070130326
"Dendrocopos major",1,"Poland","Poland - Bialowieski Park Narodowy",83,23.8448356317695,52.7159311946784
"Turdus merula",1,"Poland","Poland - Bialowieski Park Narodowy",46,23.8448138166346,52.7160603700061
"Parus major",1,"Poland","Poland - Bialowieski Park Narodowy",52,23.8437295578244,52.7165713065143
"Troglodytes troglodytes",1,"Poland","Poland - Bialowieski Park Narodowy",17,23.8437711163704,52.7172372017104
"Fringilla coelebs",1,"Poland","Poland - Bialowieski Park Narodowy",83,23.8436946067075,52.7173780383928
"Garrulus glandarius",1,"Poland","Poland - Bialowieski Park Narodowy",41,23.8459323155425,52.7199285796951
"Ficedula albicollis",1,"Poland","Poland - Bialowieski Park Narodowy",44,23.846696826547,52.720404753883
"Picoides tridactylus",1,"Poland","Poland - Bialowieski Park Narodowy",23,23.8390465495607,52.723378904114
"Oriolus oriolus",1,"Poland","Poland - Bialowieski Park Narodowy",75,23.8364413672249,52.7227406981926
"Phylloscopus trochilus",1,"Poland","Poland - Bialowieski Park Narodowy",6,23.834304246361,52.7229329279789
"Columba palumbus",1,"Poland","Poland - Bialowieski Park Narodowy",46,23.8342219699967,52.7229394288728
"Dendrocoptes medius",1,"Poland","Poland - Bialowieski Park Narodowy",62,23.8334298547058,52.7229558044762
"Ficedula parva",1,"Poland","Poland - Bialowieski Park Narodowy",30,23.8330474135463,52.7229351770784
"Sylvia atricapilla",1,"Poland","Poland - Bialowieski Park Narodowy",34,23.8296555499064,52.7231536954229
"Dendrocopos leucotos",1,"Poland","Poland - Bialowieski Park Narodowy",45,23.8274034809577,52.723264916282
"Coccothraustes coccothraustes",1,"Poland","Poland - Bialowieski Park Narodowy",57,23.8324529044588,52.721653544381
"Sitta europaea",1,"Poland","Poland - Bialowieski Park Narodowy",104,23.8348455291908,52.7211945867564
"Tringa ochropus",1,"Poland","Poland - Bialowieski Park Narodowy",4,23.8397325387061,52.7216679583553
"Saxicola rubetra",1,"Poland","Poland - Bialowieski Park Narodowy",113,23.84444293292,52.7134602121647
"Passer montanus",1,"Poland","Poland - Białowieża",295,23.8564967927231,52.70210211972
"Hirundo rustica",1,"Poland","Poland - Białowieża",1026,23.8565272090557,52.7019642459744
"Delichon urbicum",1,"Poland","Poland - Białowieża",127,23.8565259887483,52.7018967374637
"Luscinia luscinia",1,"Poland","Poland - Białowieża",57,23.8565237982075,52.701820645515
"Jynx torquilla",1,"Poland","Poland - Białowieża",53,23.8751407013043,52.7024601811846
"Muscicapa striata",1,"Poland","Poland - Białowieża",93,23.8751407013043,52.7024601811846
"Garrulus glandarius",1,"Poland","Poland - Białowieża",41,23.8753745068834,52.7024030530615
"Ciconia ciconia",1,"Poland","Poland - Białowieża",341,23.881811265836,52.6946039277565
"Clanga pomarina",1,"Poland","Poland - Białowieża",43,23.8818093926579,52.6946084418293
"Ardea alba",1,"Poland","Poland - Białowieża",142,23.8194683238052,52.7109580965131
"Motacilla alba",1,"Poland","Poland - Białowieża",122,23.8059950530876,52.7236499075599
"Sylvia nisoria",1,"Poland","Poland - Białowieża",27,23.7656355629889,52.7308743267173
"Buteo buteo",1,"Poland","Poland - Białowieża",22,23.7656678342824,52.7308837049521
"Chloris chloris",1,"Poland","Poland - Białowieża",65,23.7660360521641,52.7308630049838
"Circus aeruginosus",1,"Poland","Poland - Białowieża",75,23.7475584604124,52.7282017053619
"Grus grus",1,"Poland","Poland - Białowieża",450,23.7476832801391,52.7280348146579
"Anas platyrhynchos",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",437,23.8897936158085,52.6853541098575
"Lophophanes cristatus",1,"Poland","Poland - Białowieża",16,23.8910708555187,52.6903800650518
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8807132927407,52.6923443814052
"Coccothraustes coccothraustes",1,"Poland","Poland - Białowieża",57,23.8805767886552,52.6921940849466
"Poecile palustris",1,"Poland","Poland - Białowieża",44,23.8804933359754,52.6920583433898
"Serinus serinus",1,"Poland","Poland - Białowieża",22,23.8495913462115,52.6984248831415
"Hippolais icterina",1,"Poland","Poland - Białowieża",21,23.869026536567,52.6914100256559
"Acrocephalus palustris",1,"Poland","Poland - Białowieża",11,23.8704837518723,52.6908444604431
"Sylvia curruca",1,"Poland","Poland - Białowieża",9,23.8715061021206,52.6912305240367
"Picus canus",1,"Poland","Poland - Białowieża",23,23.85,52.7
"Phoenicurus phoenicurus",1,"Poland","Poland - Białowieża",11,23.8773501946526,52.7027603708235
"Certhia familiaris",1,"Poland","Poland - Białowieża",7,23.763711419288,52.7035681144519
"Glaucidium passerinum",1,"Poland","Poland - Białowieża",15,23.75,52.7
"Fringilla coelebs",1,"Poland","Poland - Białowieża",83,23.8563329,52.7019465
"Phoenicurus ochruros",1,"Poland","Poland - Białowieża",45,23.8562383773589,52.7017774762634
"Passer domesticus",1,"Poland","Poland - Białowieża",307,23.8564143639291,52.7018292056772
"Ciconia ciconia",1,"Poland","Poland - Białowieża",341,23.8563895464737,52.7022687590299
"Coccothraustes coccothraustes",1,"Poland","Poland - Białowieża",57,23.8811923422367,52.6914717063839
"Saxicola rubetra",1,"Poland","Poland - Białowieża",113,23.8811923422367,52.6914717063839
"Oriolus oriolus",1,"Poland","Poland - Białowieża",75,23.8811923422367,52.6914717063839
"Emberiza citrinella",1,"Poland","Poland - Białowieża",281,23.8811923422367,52.6914717063839
"Luscinia luscinia",1,"Poland","Poland - Białowieża",57,23.8811923422367,52.6914717063839
"Hirundo rustica",1,"Poland","Poland - Białowieża",1026,23.8811923422367,52.6914717063839
"Sylvia communis",1,"Poland","Poland - Białowieża",56,23.8814089199086,52.691408912189
"Turdus merula",1,"Poland","Poland - Białowieża",46,23.882058143734,52.6910681612232
"Cuculus canorus",1,"Poland","Poland - Białowieża",27,23.8792699160164,52.6904409257011
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8792779756384,52.69043838192
"Sturnus vulgaris",1,"Poland","Poland - Białowieża",837,23.8777315641249,52.689221749386
"Sylvia atricapilla",1,"Poland","Poland - Białowieża",34,23.8777593633818,52.6891808092374
"Crex crex",1,"Poland","Poland - Białowieża",68,23.85,52.65
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.8596796958922,52.6923401855609
"Garrulus glandarius",1,"Poland","Poland - Białowieża",41,23.7688803488013,52.7013145977219
"Motacilla alba",1,"Poland","Poland - Białowieża",122,23.5395267545171,52.6849316816333
"Phylloscopus collybita",1,"Poland","Poland - Białowieża",37,23.5294203956207,52.6583238177759
"Cygnus cygnus",1,"Poland","Poland - Białowieża",6,23.6162562471012,52.6383825962292
"Anas platyrhynchos",1,"Poland","Poland - Białowieża",437,23.6162562471012,52.6383825962292
"Bucephala clangula",1,"Poland","Poland - Białowieża",21,23.6162247053667,52.6384093888221
"Phylloscopus sibilatrix",1,"Poland","Poland - Białowieża",57,23.5332156260363,52.6532111970149
"Ficedula albicollis",1,"Poland","Poland - Białowieża",44,23.7399639427198,52.7280167265906
"Sitta europaea",1,"Poland","Poland - Białowieża",104,23.7397758831617,52.7273390504813
"Turdus merula",1,"Poland","Poland - Białowieża",46,23.7396811512513,52.7271636165488
"Sylvia atricapilla",1,"Poland","Poland - Białowieża",34,23.739551828652,52.7269542524726
"Phylloscopus collybita",1,"Poland","Poland - Białowieża",37,23.7385957163471,52.7233886669315
"Clanga pomarina",1,"Poland","Poland - Białowieża",43,23.7385303958964,52.723377406265
"Grus grus",1,"Poland","Poland - Białowieża",450,23.738405083018,52.7233820284252
"Poecile palustris",1,"Poland","Poland - Białowieża",44,23.7379229569218,52.7237081394776
"Ficedula parva",1,"Poland","Poland - Białowieża",30,23.7164324058638,52.7342951608245
"Certhia familiaris",1,"Poland","Poland - Białowieża",7,23.7164324058638,52.7342951608245
"Serinus serinus",1,"Poland","Poland - Białowieża",22,23.8182278194804,52.7148002605933
"Poecile montanus",1,"Poland","Poland - Białowieża NP",18,23.8152396247721,52.798946293339
"Sylvia nisoria",1,"Poland","Poland - Białowieża NP",27,23.8276551070525,52.7989502046726
"Erithacus rubecula",1,"Poland","Poland - Bialowieski Park Narodowy",25,23.8125444138759,52.7961775194322
"Tetrastes bonasia",1,"Poland","Poland - Białowieża",15,23.8,52.8
"Strix aluco",1,"Poland","Poland - Białowieża NP",3,23.8276161438747,52.7990208160653
"Aegolius funereus",1,"Poland","Poland - Białowieża",1,23.75,52.65
"Carpodacus erythrinus",1,"Poland","Poland - Białowieża - Palace Park",53,23.8471578610117,52.7022370181224
"Acrocephalus arundinaceus",1,"Poland","Poland - Białowieża - Palace Park",51,23.8473219114698,52.7020567490613
"Fringilla coelebs",1,"Poland","Poland - Białowieża - Palace Park",83,23.8473934880254,52.7020264519447
"Carduelis carduelis",1,"Poland","Poland - Białowieża - Palace Park",58,23.8474264590034,52.7019987293356
"Linaria cannabina",1,"Poland","Poland - Białowieża - Palace Park",37,23.8474634233171,52.702031401335
"Luscinia luscinia",1,"Poland","Poland - Białowieża - Palace Park",57,23.8473735201406,52.7020495495041
"Phylloscopus collybita",1,"Poland","Poland - Białowieża - Palace Park",37,23.8475223312286,52.7020452752364
"Troglodytes troglodytes",1,"Poland","Poland - Białowieża - Palace Park",17,23.8474175417324,52.7020611086888
"Parus major",1,"Poland","Poland - Białowieża - Palace Park",52,23.8474363467681,52.7020398531274
"Passer domesticus",1,"Poland","Poland - Białowieża - Palace Park",307,23.8474293362247,52.7020384168375
"Buteo buteo",1,"Poland","Poland - Białowieża - Palace Park",22,23.8474419439517,52.7020449517778
"Sturnus vulgaris",1,"Poland","Poland - Białowieża - Palace Park",837,23.8474512430212,52.702016589097
"Muscicapa striata",1,"Poland","Poland - Białowieża - Palace Park",93,23.8476577190762,52.7018853331555
"Sylvia atricapilla",1,"Poland","Poland - Białowieża - Palace Park",34,23.8476583145841,52.7018758657205
"Turdus merula",1,"Poland","Poland - Białowieża - Palace Park",46,23.8476104033318,52.7018891388398
"Phoenicurus ochruros",1,"Poland","Poland - Białowieża - Palace Park",45,23.8450342068653,52.700870549609
"Hirundo rustica",1,"Poland","Poland - Białowieża - Palace Park",1026,23.8449852449396,52.7007121865043
"Delichon urbicum",1,"Poland","Poland - Białowieża - Palace Park",127,23.8449646631221,52.7007068434934
"Jynx torquilla",1,"Poland","Poland - Białowieża - Palace Park",53,23.8449285413862,52.7007279661554
"Columba palumbus",1,"Poland","Poland - Białowieża - Palace Park",46,23.844941565259,52.7007212547401
"Locustella fluviatilis",1,"Poland","Poland - Białowieża",35,23.8292990980437,52.7041463248581
"Locustella luscinioides",1,"Poland","Poland - Białowieża",17,23.8289025976878,52.70436722125
"Oriolus oriolus",1,"Poland","Poland - Białowieża",75,23.8282662563671,52.703712910071
"Ficedula albicollis",1,"Poland","Poland - Białowieża",44,23.8279388392071,52.7036424620451
"Dendrocopos major",1,"Poland","Poland - Białowieża",83,23.8272698057481,52.7039928109022
"Phylloscopus trochilus",1,"Poland","Poland - Białowieża",6,23.8272748122049,52.7039910235162
"Phylloscopus sibilatrix",1,"Poland","Poland - Białowieża",57,23.827346793618,52.7039854014957
"Sitta europaea",1,"Poland","Poland - Białowieża",104,23.8262687291164,52.7043697020088
"Cyanistes caeruleus",1,"Poland","Poland - Białowieża",13,23.8256691631193,52.7045915605576
"Aegithalos caudatus",1,"Poland","Poland - Białowieża",2,23.8247554939455,52.7049052940476
"Sylvia curruca",1,"Poland","Poland - Białowieża",9,23.7645463523929,52.7373112386926
"Saxicola rubetra",1,"Poland","Poland - Białowieża",113,23.7647033379495,52.7379198670192
"Sylvia communis",1,"Poland","Poland - Białowieża",56,23.76509417716,52.7384440186513
"Acrocephalus schoenobaenus",1,"Poland","Poland - Białowieża",78,23.7651688485304,52.7386157936166
"Coccothraustes coccothraustes",1,"Poland","Poland - Białowieża",57,23.7655905316037,52.7392026147309
"Sylvia nisoria",1,"Poland","Poland - Białowieża",27,23.7655791526911,52.739191991005
"Dendrocoptes medius",1,"Poland","Poland - Białowieża",62,23.7694525051278,52.7425605256741
"Garrulus glandarius",1,"Poland","Poland - Białowieża",41,23.7475145751573,52.7281552408545
"Acrocephalus palustris",1,"Poland","Poland - Białowieża",11,23.747529850183,52.7281650975652
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.7475949275185,52.7280795586264
"Turdus philomelos",1,"Poland","Poland - Białowieża",46,23.7698445103736,52.7492923724903
"Emberiza citrinella",1,"Poland","Poland - Białowieża",281,23.7643558765227,52.7369532768239
"Pyrrhula pyrrhula",1,"Poland","Poland - Białowieża",49,23.7696705505475,52.7517752151843
"Poecile palustris",1,"Poland","Poland - Białowieża",44,23.7692410218587,52.7519713375198
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.769160470296,52.7528758471155
"Corvus corax",1,"Poland","Poland - Białowieża",62,23.7689164882614,52.7530130826797
"Lanius excubitor",1,"Poland","Poland - Białowieża",66,23.7655129631025,52.7394747548466
"Turdus pilaris",1,"Poland","Poland - Białowieża",81,23.7642559594622,52.7367771512478
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,23.7357783756011,52.8584302616238
"Circus aeruginosus",1,"Poland","Poland - Podlaskie",75,23.8389036467794,52.9545831400775
